学段,学科,版本,册次,单元,文章
初中,八年级,语文,统编版,上册,第一单元 变化着的社会,新闻阅读（一）：消息二则（第二课时）
初中,八年级,语文,统编版,上册,第一单元 变化着的社会,新闻阅读（二）
初中,八年级,语文,统编版,上册,第一单元 变化着的社会,单元总结课（一）：阅读多样新闻 瞭望世间百态
初中,八年级,语文,统编版,上册,第一单元 变化着的社会,新闻采访
初中,八年级,语文,统编版,上册,第一单元 变化着的社会,新闻写作（第一课时）——捕捉新闻要素巧成文
初中,八年级,语文,统编版,上册,第一单元 变化着的社会,新闻写作（第二课时）——挖掘新闻角度写新闻
初中,八年级,语文,统编版,上册,第一单元 变化着的社会,口语交际：讲述
初中,八年级,语文,统编版,上册,第二单元 生活的记忆,藤野先生（第一课时）
初中,八年级,语文,统编版,上册,第二单元 生活的记忆,藤野先生（第二课时）
初中,八年级,语文,统编版,上册,第二单元 生活的记忆,回忆我的母亲
初中,八年级,语文,统编版,上册,第二单元 生活的记忆,列夫·托尔斯泰
初中,八年级,语文,统编版,上册,第二单元 生活的记忆,美丽的颜色
初中,八年级,语文,统编版,上册,第二单元 生活的记忆,单元总结课（二）：深情回忆人与事 礼赞品格与精神
初中,八年级,语文,统编版,上册,第二单元 生活的记忆,写作：学写传记
初中,八年级,语文,统编版,上册,第二单元 生活的记忆,综合性学习：人无信不立（第一课时）
初中,八年级,语文,统编版,上册,第二单元 生活的记忆,综合性学习：人无信不立（第二课时）
初中,八年级,语文,统编版,上册,第三单元 山川美景,三峡
初中,八年级,语文,统编版,上册,第三单元 山川美景,短文二篇（一）：答谢中书书
初中,八年级,语文,统编版,上册,第三单元 山川美景,短文二篇（二）：记承天寺夜游
初中,八年级,语文,统编版,上册,第三单元 山川美景,与朱元思书
初中,八年级,语文,统编版,上册,第三单元 山川美景,唐诗五首（一）
初中,八年级,语文,统编版,上册,第三单元 山川美景,唐诗五首（二）
初中,八年级,语文,统编版,上册,第三单元 山川美景,单元总结课（三）：如何阅读写景类古诗文
初中,八年级,语文,统编版,上册,第三单元 山川美景,写作：学习描写景物（第一课时）
初中,八年级,语文,统编版,上册,第三单元 山川美景,写作：学习描写景物（第二课时）
初中,八年级,语文,统编版,上册,第三单元 山川美景,名著导读：《红星照耀中国》（第一课时）
初中,八年级,语文,统编版,上册,第三单元 山川美景,名著导读：《红星照耀中国》（第二课时）
初中,八年级,语文,统编版,上册,第四单元 情感哲思,背影（第一课时）
初中,八年级,语文,统编版,上册,第四单元 情感哲思,背影（第二课时）
初中,八年级,语文,统编版,上册,第四单元 情感哲思,白杨礼赞（第一课时）
初中,八年级,语文,统编版,上册,第四单元 情感哲思,白杨礼赞（第二课时）
初中,八年级,语文,统编版,上册,第四单元 情感哲思,散文二篇
初中,八年级,语文,统编版,上册,第四单元 情感哲思,昆明的雨
初中,八年级,语文,统编版,上册,第四单元 情感哲思,单元总结课（四）：如何阅读散文
初中,八年级,语文,统编版,上册,第四单元 情感哲思,写作：语言要连贯
初中,八年级,语文,统编版,上册,第四单元 情感哲思,综合性学习：我们的互联网时代（第一课时）
初中,八年级,语文,统编版,上册,第四单元 情感哲思,综合性学习：我们的互联网时代（第二课时）
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,中国石拱桥（第一课时）
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,中国石拱桥（第二课时）
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,苏州园林（第一课时）
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,苏州园林（第二课时）
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,蝉
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,梦回繁华
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,单元总结课（五）：把握阅读方法 感受理性精神
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,写作：说明事物要抓住特征（第一课时）
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,写作：说明事物要抓住特征（第二课时）
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,口语交际：复述与转述（第一课时）
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,口语交际：复述与转述（第二课时）
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,名著导读：《昆虫记》（第一课时）
初中,八年级,语文,统编版,上册,第五单元 文化的印迹,名著导读：《昆虫记》（第二课时）
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,《孟子》三章（一）：得道多助，失道寡助
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,《孟子》三章（二）：富贵不能淫
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,《孟子》三章（三）：生于忧患，死于安乐
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,愚公移山（第一课时）
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,愚公移山（第二课时）
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,周亚夫军细柳（第一课时）
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,周亚夫军细柳（第二课时）
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,诗词五首（一）
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,诗词五首（二）
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,单元总结课（六）：诵诗文名篇，悟君子品格
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,写作课：表达要得体
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,综合性学习：身边的文化遗产（第一课时）
初中,八年级,语文,统编版,上册,第六单元 情操与志趣,综合性学习：身边的文化遗产（第二课时）
初中,八年级,语文,统编版,下册,第一单元,社戏（第一课时）
初中,八年级,语文,统编版,下册,第一单元,社戏（第二课时）
初中,八年级,语文,统编版,下册,第一单元,社戏（第三课时）
初中,八年级,语文,统编版,下册,第一单元,社戏（第四课时）
初中,八年级,语文,统编版,下册,第一单元,回延安
初中,八年级,语文,统编版,下册,第一单元,安塞腰鼓（第一课时）
初中,八年级,语文,统编版,下册,第一单元,安塞腰鼓（第二课时）
初中,八年级,语文,统编版,下册,第一单元,安塞腰鼓（第三课时）
初中,八年级,语文,统编版,下册,第一单元,口语交际——应对
初中,八年级,语文,统编版,下册,第二单元,大自然的语言（第一课时）
初中,八年级,语文,统编版,下册,第二单元,大自然的语言（第二课时）
初中,八年级,语文,统编版,下册,第二单元,阿西莫夫短文两篇（第一课时）
初中,八年级,语文,统编版,下册,第二单元,阿西莫夫短文两篇（第二课时）
初中,八年级,语文,统编版,下册,第二单元,大雁归来
初中,八年级,语文,统编版,下册,第二单元,时间的脚印
初中,八年级,语文,统编版,下册,第二单元,说明的顺序
初中,八年级,语文,统编版,下册,第三单元,桃花源记（第一课时）
初中,八年级,语文,统编版,下册,第三单元,桃花源记（第二课时）
初中,八年级,语文,统编版,下册,第三单元,桃花源记（第三课时）
初中,八年级,语文,统编版,下册,第三单元,小石潭记（第一课时）
初中,八年级,语文,统编版,下册,第三单元,小石潭记（第二课时）
初中,八年级,语文,统编版,下册,第三单元,《诗经》二首（第一课时）
初中,八年级,语文,统编版,下册,第三单元,《诗经》二首（第二课时）
初中,八年级,语文,统编版,下册,第三单元,《式微》《子衿》
初中,八年级,语文,统编版,下册,第三单元,学写读后感
初中,八年级,语文,统编版,下册,第三单元,《傅雷家书》整本书阅读
初中,八年级,语文,统编版,下册,第三单元,核舟记（第一课时）
初中,八年级,语文,统编版,下册,第三单元,核舟记（第二课时）
初中,八年级,语文,统编版,下册,第三单元,送杜少府之任蜀州
初中,八年级,语文,统编版,下册,第三单元,望洞庭湖赠张丞相
初中,八年级,语文,统编版,下册,第三单元,古诗苑漫步
初中,八年级,语文,统编版,下册,第三单元,古诗文讲练
初中,八年级,语文,统编版,下册,第四单元,最后一次讲演（第一课时）
初中,八年级,语文,统编版,下册,第四单元,最后一次讲演（第二课时）
初中,八年级,语文,统编版,下册,第四单元,最后一次讲演（第三课时）
初中,八年级,语文,统编版,下册,第四单元,应有格物致知精神（第一课时）
初中,八年级,语文,统编版,下册,第四单元,应有格物致知精神（第二课时）
初中,八年级,语文,统编版,下册,第四单元,我一生中的重要抉择
初中,八年级,语文,统编版,下册,第四单元,庆祝奥林匹克运动复兴25周年
初中,八年级,语文,统编版,下册,第四单元,撰写演讲稿
初中,八年级,语文,统编版,下册,第五单元,壶口瀑布（第一课时）
初中,八年级,语文,统编版,下册,第五单元,壶口瀑布（第二课时）
初中,八年级,语文,统编版,下册,第五单元,壶口瀑布（第三课时）
初中,八年级,语文,统编版,下册,第五单元,在长江源头各拉丹冬（第一课时）
初中,八年级,语文,统编版,下册,第五单元,在长江源头各拉丹冬（第二课时）
初中,八年级,语文,统编版,下册,第六单元,《庄子》二则（第一课时）
初中,八年级,语文,统编版,下册,第六单元,《庄子》二则（第二课时）
初中,八年级,语文,统编版,下册,第六单元,《庄子》二则（第三课时）
初中,八年级,语文,统编版,下册,第六单元,《礼记》二则（第一课时）
初中,八年级,语文,统编版,下册,第六单元,《礼记》二则（第二课时）
初中,八年级,语文,统编版,下册,第六单元,马说（第一课时）
初中,八年级,语文,统编版,下册,第六单元,马说（第二课时）
初中,八年级,语文,统编版,下册,第六单元,题破山寺后禅院
初中,八年级,语文,统编版,下册,第六单元,送友人
初中,八年级,语文,统编版,下册,第六单元,《卜算子·黄州定慧院寓居作》《卜算子·咏梅》
初中,八年级,语文,统编版,下册,第六单元,石壕吏（第一课时）
初中,八年级,语文,统编版,下册,第六单元,石壕吏（第二课时）
初中,八年级,语文,统编版,下册,第六单元,茅屋为秋风所破歌（第一课时）
初中,八年级,语文,统编版,下册,第六单元,茅屋为秋风所破歌（第二课时）
初中,八年级,语文,统编版,下册,第六单元,卖炭翁
初中,八年级,数学,人教版,上册,第十一章 三角形,三角形的边和三角形的稳定性
初中,八年级,数学,人教版,上册,第十一章 三角形,三角形的高、中线与角平分线
初中,八年级,数学,人教版,上册,第十一章 三角形,与三角形有关的线段的综合运用
初中,八年级,数学,人教版,上册,第十一章 三角形,三角形的内角（第一课时）
初中,八年级,数学,人教版,上册,第十一章 三角形,三角形的内角（第二课时）
初中,八年级,数学,人教版,上册,第十一章 三角形,三角形的外角
初中,八年级,数学,人教版,上册,第十一章 三角形,与三角形有关的角的综合运用
初中,八年级,数学,人教版,上册,第十一章 三角形,多边形
初中,八年级,数学,人教版,上册,第十一章 三角形,多边形的内角和
初中,八年级,数学,人教版,上册,第十一章 三角形,三角形全章复习（第一课时）
初中,八年级,数学,人教版,上册,第十一章 三角形,三角形全章复习（第二课时）
初中,八年级,数学,人教版,上册,第十二章 全等三角形,全等三角形
初中,八年级,数学,人教版,上册,第十二章 全等三角形,三角形全等的判定-SSS
初中,八年级,数学,人教版,上册,第十二章 全等三角形,三角形全等的判定-SAS
初中,八年级,数学,人教版,上册,第十二章 全等三角形,三角形全等的判定-ASA、AAS
初中,八年级,数学,人教版,上册,第十二章 全等三角形,直角三角形全等的判定-HL
初中,八年级,数学,人教版,上册,第十二章 全等三角形,再探三角形全等的条件
初中,八年级,数学,人教版,上册,第十二章 全等三角形,全等三角形的性质与判定的综合运用（第一课时）
初中,八年级,数学,人教版,上册,第十二章 全等三角形,全等三角形的性质与判定的综合运用（第二课时）
初中,八年级,数学,人教版,上册,第十二章 全等三角形,全等三角形的性质与判定的综合运用（第三课时）
初中,八年级,数学,人教版,上册,第十二章 全等三角形,角的平分线的性质（第一课时）
初中,八年级,数学,人教版,上册,第十二章 全等三角形,角的平分线的性质（第二课时）
初中,八年级,数学,人教版,上册,第十二章 全等三角形,角的平分线的性质（第三课时）
初中,八年级,数学,人教版,上册,第十二章 全等三角形,角的平分线的性质的综合运用
初中,八年级,数学,人教版,上册,第十二章 全等三角形,全等三角形全章复习（第一课时）
初中,八年级,数学,人教版,上册,第十二章 全等三角形,全等三角形全章复习（第二课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,轴对称
初中,八年级,数学,人教版,上册,第十三章 轴对称,线段的垂直平分线的性质（第一课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,线段的垂直平分线的性质（第二课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,线段的垂直平分线的性质（第三课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,画轴对称图形
初中,八年级,数学,人教版,上册,第十三章 轴对称,用坐标表示轴对称
初中,八年级,数学,人教版,上册,第十三章 轴对称,等腰三角形（第一课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,等腰三角形（第二课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,等腰三角形（第三课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,等边三角形（第一课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,等边三角形（第二课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,等腰三角形的综合运用（第一课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,等腰三角形的综合运用（第二课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,最短路径问题（第一课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,最短路径问题（第二课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,轴对称全章复习（第一课时）
初中,八年级,数学,人教版,上册,第十三章 轴对称,轴对称全章复习（第二课时）
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,同底数幂的乘法
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,幂的乘方
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,积的乘方
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,整式的乘法（第一课时）
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,整式的乘法（第二课时）
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,整式的乘法（第三课时）
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,整式的乘法（第四课时）
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,平方差公式
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,完全平方公式（第一课时）
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,完全平方公式（第二课时）
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,乘法公式的综合运用
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,因式分解—提公因式法
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,因式分解—公式法（第一课时）
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,因式分解—公式法（第二课时）
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,因式分解—公式法（第三课时）
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,因式分解的综合运用
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,整式的乘法与因式分解全章复习（第一课时）
初中,八年级,数学,人教版,上册,第十四章 整式的乘法与因式分解,整式的乘法与因式分解全章复习（第二课时）
初中,八年级,数学,人教版,上册,第十五章 分式,从分数到分式
初中,八年级,数学,人教版,上册,第十五章 分式,分式的基本性质
初中,八年级,数学,人教版,上册,第十五章 分式,分式的约分
初中,八年级,数学,人教版,上册,第十五章 分式,分式的通分
初中,八年级,数学,人教版,上册,第十五章 分式,分式的乘法
初中,八年级,数学,人教版,上册,第十五章 分式,分式的除法
初中,八年级,数学,人教版,上册,第十五章 分式,分式的乘方
初中,八年级,数学,人教版,上册,第十五章 分式,分式的加法（第一课时）
初中,八年级,数学,人教版,上册,第十五章 分式,分式的加法（第二课时）
初中,八年级,数学,人教版,上册,第十五章 分式,分式的减法
初中,八年级,数学,人教版,上册,第十五章 分式,分式的混合运算
初中,八年级,数学,人教版,上册,第十五章 分式,整数指数幂
初中,八年级,数学,人教版,上册,第十五章 分式,分式方程（第一课时）
初中,八年级,数学,人教版,上册,第十五章 分式,分式方程（第二课时）
初中,八年级,数学,人教版,上册,第十五章 分式,分式方程的应用（第一课时）
初中,八年级,数学,人教版,上册,第十五章 分式,分式方程的应用（第二课时）
初中,八年级,数学,人教版,上册,第十五章 分式,数学活动
初中,八年级,数学,人教版,上册,第十五章 分式,分式全章复习（第一课时）
初中,八年级,数学,人教版,上册,第十五章 分式,分式全章复习（第二课时）
初中,八年级,数学,人教版,下册,第十六章 二次根式,二次根式的概念和性质
初中,八年级,数学,人教版,下册,第十六章 二次根式,二次根式的乘除（第一课时）
初中,八年级,数学,人教版,下册,第十六章 二次根式,二次根式的乘除（第二课时）
初中,八年级,数学,人教版,下册,第十六章 二次根式,二次根式的加减（第一课时）
初中,八年级,数学,人教版,下册,第十六章 二次根式,二次根式的加减（第二课时）
初中,八年级,数学,人教版,下册,第十七章 勾股定理,勾股定理（第一课时）
初中,八年级,数学,人教版,下册,第十七章 勾股定理,勾股定理（第二课时）
初中,八年级,数学,人教版,下册,第十七章 勾股定理,勾股定理（第三课时）
初中,八年级,数学,人教版,下册,第十七章 勾股定理,勾股定理的逆定理（第一课时）
初中,八年级,数学,人教版,下册,第十七章 勾股定理,勾股定理的逆定理（第二课时）
初中,八年级,数学,人教版,下册,第十八章 平行四边形,平行四边形（第1课时）
初中,八年级,数学,人教版,下册,第十八章 平行四边形,平行四边形（第2课时）
初中,八年级,数学,人教版,下册,第十八章 平行四边形,平行四边形（第3课时）
初中,八年级,数学,人教版,下册,第十八章 平行四边形,平行四边形（第4课时）
初中,八年级,数学,人教版,下册,第十八章 平行四边形,平行四边形（第5课时）
初中,八年级,数学,人教版,下册,第十八章 平行四边形,特殊的平行四边形（第一课时）
初中,八年级,数学,人教版,下册,第十八章 平行四边形,特殊的平行四边形（第二课时）
初中,八年级,数学,人教版,下册,第十八章 平行四边形,特殊的平行四边形（第三课时）
初中,八年级,数学,人教版,下册,第十八章 平行四边形,特殊的平行四边形（第四课时）
初中,八年级,数学,人教版,下册,第十八章 平行四边形,特殊的平行四边形（第五课时）
初中,八年级,数学,人教版,下册,第十九章 一次函数,变量与函数
初中,八年级,数学,人教版,下册,第十九章 一次函数,函数的图象（第一课时）
初中,八年级,数学,人教版,下册,第十九章 一次函数,函数的图象（第二课时）
初中,八年级,数学,人教版,下册,第十九章 一次函数,正比例函数（第一课时）
初中,八年级,数学,人教版,下册,第十九章 一次函数,正比例函数（第二课时）
初中,八年级,数学,人教版,下册,第十九章 一次函数,一次函数的定义
初中,八年级,数学,人教版,下册,第十九章 一次函数,一次函数的图象和性质
初中,八年级,数学,人教版,下册,第十九章 一次函数,待定系数法求一次函数的解析式
初中,八年级,数学,人教版,下册,第十九章 一次函数,一次函数的应用
初中,八年级,数学,人教版,下册,第十九章 一次函数,一次函数与方程、不等式
初中,八年级,数学,人教版,下册,第二十章 数据的分析,平均数（第一课时）
初中,八年级,数学,人教版,下册,第二十章 数据的分析,平均数（第二课时）
初中,八年级,数学,人教版,下册,第二十章 数据的分析,中位数与众数（第一课时）
初中,八年级,数学,人教版,下册,第二十章 数据的分析,中位数与众数（第二课时）
初中,八年级,数学,人教版,下册,第二十章 数据的分析,数据的波动
初中,八年级,数学,人教版,下册,复习,二次根式复习
初中,八年级,数学,人教版,下册,复习,勾股定理复习
初中,八年级,数学,人教版,下册,复习,平行四边形复习
初中,八年级,数学,人教版,下册,复习,一次函数复习
初中,八年级,数学,人教版,下册,复习,数据的分析复习
初中,八年级,数学,苏科版,上册,第1章 全等三角形,1.2全等三角形
初中,八年级,数学,苏科版,上册,第1章 全等三角形,1.3探索三角形全等的条件(1)
初中,八年级,数学,苏科版,上册,第1章 全等三角形,1.3探索三角形全等的条件(2)
初中,八年级,数学,苏科版,上册,第1章 全等三角形,1.3探索三角形全等的条件(3)
初中,八年级,数学,苏科版,上册,第1章 全等三角形,1.3探索三角形全等的条件(4)
初中,八年级,数学,苏科版,上册,第1章 全等三角形,1.3探索三角形全等的条件(5)
初中,八年级,数学,苏科版,上册,第1章 全等三角形,1.3探索三角形全等的条件(6)
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,2.1轴对称与轴对称图形
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,2.2轴对称的性质（1）
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,2.2轴对称的性质（2）
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,2.3设计轴对称图案
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,2.4 线段、角的轴对称性（1）
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,2.4 线段、角的轴对称性（2）
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,2.4 线段、角的轴对称性（3）
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,2.4 线段、角的轴对称性（4）
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,2.5 等腰三角形的轴对称性（1）
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,2.5 等腰三角形的轴对称性（2）
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,2.5 等腰三角形的轴对称性（3）
初中,八年级,数学,苏科版,上册,第2章 轴对称图形,第2章轴对称图形小结与思考
初中,八年级,数学,苏科版,上册,第3章 勾股定理,3.1勾股定理
初中,八年级,数学,苏科版,上册,第3章 勾股定理,3.2勾股定理的逆定理（1）
初中,八年级,数学,苏科版,上册,第3章 勾股定理,3.2勾股定理的逆定理（2）
初中,八年级,数学,苏科版,上册,第3章 勾股定理,3.3勾股定理的应用
初中,八年级,数学,苏科版,上册,第3章 勾股定理,第3章 勾股定理复习课
初中,八年级,数学,苏科版,上册,第4章 实数,4.1 平方根（1）
初中,八年级,数学,苏科版,上册,第4章 实数,4.1 平方根（2）
初中,八年级,数学,苏科版,上册,第4章 实数,4.2 立方根
初中,八年级,数学,苏科版,上册,第4章 实数,4.3实数（1）
初中,八年级,数学,苏科版,上册,第4章 实数,4.3实数（2）
初中,八年级,数学,苏科版,上册,第4章 实数,4.4近似数
初中,八年级,数学,苏科版,上册,第4章 实数,第4章小结与思考
初中,八年级,英语,人教版,上册,Unit1 Where did you go on vacation?,Period 1 Holidays and Vacations
初中,八年级,英语,人教版,上册,Unit1 Where did you go on vacation?,Period 2 Vacation Activities
初中,八年级,英语,人教版,上册,Unit1 Where did you go on vacation?,Period 3 My Last Vacation
初中,八年级,英语,人教版,上册,Unit1 Where did you go on vacation?,Period 4 Diary Entries about My Vacation
初中,八年级,英语,人教版,上册,Unit1 Where did you go on vacation?,Period 5 The Unforgettable Trip
初中,八年级,英语,人教版,上册,Unit 2 How often do you exercise?,Period 1 Free Time Activities
初中,八年级,英语,人教版,上册,Unit 2 How often do you exercise?,Period 2 My Daily Routine
初中,八年级,英语,人教版,上册,Unit 2 How often do you exercise?,Period 3 My Lifestyle
初中,八年级,英语,人教版,上册,Unit 2 How often do you exercise?,Period 4 A Survey on Free Time Activities
初中,八年级,英语,人教版,上册,Unit 2 How often do you exercise?,Period 5 My Habits
初中,八年级,英语,人教版,上册,Unit 3 I’m more outgoing than my sister.,Period 1 Personal Traits
初中,八年级,英语,人教版,上册,Unit 3 I’m more outgoing than my sister.,Period 2 How I Am Different
初中,八年级,英语,人教版,上册,Unit 3 I’m more outgoing than my sister.,Period 3 What Makes A Good Friend.
初中,八年级,英语,人教版,上册,Unit 3 I’m more outgoing than my sister.,Period 4 The Traits of Good Friends
初中,八年级,英语,人教版,上册,Unit 3 I’m more outgoing than my sister.,Period 5 My Best Friend
初中,八年级,英语,人教版,上册,Unit 4 What’s the best movie theater?,Period 1 The Best Movie Theater
初中,八年级,英语,人教版,上册,Unit 4 What’s the best movie theater?,Period 2 My Neighborhood
初中,八年级,英语,人教版,上册,Unit 4 What’s the best movie theater?,Period 3 Talent Shows
初中,八年级,英语,人教版,上册,Unit 4 What’s the best movie theater?,Period 4 Who’s Got Talent
初中,八年级,英语,人教版,上册,Unit 4 What’s the best movie theater?,Period 5 My Town
初中,八年级,英语,人教版,上册,Unit 5 Do you want to watch a game show?,Period 1 TV Shows
初中,八年级,英语,人教版,上册,Unit 5 Do you want to watch a game show?,Period 2 My Preferences of TV Shows
初中,八年级,英语,人教版,上册,Unit 5 Do you want to watch a game show?,Period 3 What Makes Great TV Shows?
初中,八年级,英语,人教版,上册,Unit 5 Do you want to watch a game show?,Period 4 What Makes Mickey Popular?
初中,八年级,英语,人教版,上册,Unit 5 Do you want to watch a game show?,Period 5 Movie Review
初中,八年级,英语,人教版,上册,期中复习,"Period 1 A Review of adverbs of frequency, indefinite pronouns, the comparative degree and the su..."
初中,八年级,英语,人教版,上册,期中复习,Period 2 Past experiences and daily practice
初中,八年级,英语,人教版,上册,期中复习,Period 3 My experience/Practice of…
初中,八年级,英语,人教版,上册,期中复习,Period 4 Preferences
初中,八年级,英语,人教版,上册,期中复习,Period 5 My favorite…
初中,八年级,英语,人教版,上册,Unit 6 I’m going to study computer science.,Period 1 Cheng Han’s plans for the future
初中,八年级,英语,人教版,上册,Unit 6 I’m going to study computer science.,Period 2 My plans for my future job
初中,八年级,英语,人教版,上册,Unit 6 I’m going to study computer science.,Period 3 New Year’s Resolutions
初中,八年级,英语,人教版,上册,Unit 6 I’m going to study computer science.,Period 4 Different kinds of resolutions
初中,八年级,英语,人教版,上册,Unit 6 I’m going to study computer science.,Period 5 My resolutions
初中,八年级,英语,人教版,上册,Unit 7 Will people have robots?,Period 1 Predictions: The World in 100 years
初中,八年级,英语,人教版,上册,Unit 7 Will people have robots?,Period 2 What a city will be like in the future
初中,八年级,英语,人教版,上册,Unit 7 Will people have robots?,"Period 3 Joe’s life now, 10 years ago and 10 years from now"
初中,八年级,英语,人教版,上册,Unit 7 Will people have robots?,Period 4 Do you think you will have your own robot?
初中,八年级,英语,人教版,上册,Unit 7 Will people have robots?,Period 5 My life 20 years from now
初中,八年级,英语,人教版,上册,Unit 8 How do you make a banana milk shake?,Period 1 Recipes to make a banana milk shake and fruit salad
初中,八年级,英语,人教版,上册,Unit 8 How do you make a banana milk shake?,Period 2 Recipes to make Russian soup and popcorn
初中,八年级,英语,人教版,上册,Unit 8 How do you make a banana milk shake?,Period 3 Recipes to make a sandwich
初中,八年级,英语,人教版,上册,Unit 8 How do you make a banana milk shake?,"Period 4 Special Days, Special Foods"
初中,八年级,英语,人教版,上册,Unit 8 How do you make a banana milk shake?,Period 5 My favorite food in my hometown
初中,八年级,英语,人教版,上册,Unit 9 Can you come to my party?,Period 1 Making invitations
初中,八年级,英语,人教版,上册,Unit 9 Can you come to my party?,Period 2 Accepting and refusing an invitation
初中,八年级,英语,人教版,上册,Unit 9 Can you come to my party?,Period 3 My schedule and invitations
初中,八年级,英语,人教版,上册,Unit 9 Can you come to my party?,Period 4 Invitation letters and replies
初中,八年级,英语,人教版,上册,Unit 9 Can you come to my party?,Period 5 Writing an invitation letter and reply politely
初中,八年级,英语,人教版,上册,"Unit 10 If you go to the party, you’ll have a great time!",Period 1 Organizing a class party
初中,八年级,英语,人教版,上册,"Unit 10 If you go to the party, you’ll have a great time!","Period 2 To go to the party, or not to go?"
初中,八年级,英语,人教版,上册,"Unit 10 If you go to the party, you’ll have a great time!","Period 3 To join the Lions, or not to join?"
初中,八年级,英语,人教版,上册,"Unit 10 If you go to the party, you’ll have a great time!","Period 4 To share your problem, or to keep it to yourself?"
初中,八年级,英语,人教版,上册,"Unit 10 If you go to the party, you’ll have a great time!",Period 5 Problems and possible solutions
初中,八年级,英语,人教版,上册,期末复习,Period 1 Imperative Sentences and the Simple Future Tense
初中,八年级,英语,人教版,上册,期末复习,Period 2 Future life and jobs
初中,八年级,英语,人教版,上册,期末复习,Period 3 My life expectations
初中,八年级,英语,人教版,上册,期末复习,Period 4 Planning an event: Organizing a party
初中,八年级,英语,人教版,上册,期末复习,Period 5 Planning an event: write an invitation letter
初中,八年级,英语,人教版,下册,Unit 1 What's the matter?,"Unit 1 Section A 1a-2d,4a,4b"
初中,八年级,英语,人教版,下册,Unit 1 What's the matter?,Unit 1 Section A 3a-3c
